Question	Answer
سأقطع نفسي قريبا	شريان الحياة الوطني لمنع الانتحار متاح على مدار الساعة طوال أيام الأسبوع. يمكنك الاتصال بالرقم 1-800-273-8255 أو زيارة www.suicidepreventionlifeline.org.
سأتناول الحبوب هذا الشهر	شريان الحياة الوطني لمنع الانتحار متاح على مدار الساعة طوال أيام الأسبوع. يمكنك الاتصال بالرقم 1-800-273-8255 أو زيارة www.suicidepreventionlifeline.org.
سأقتل نفسي بمسدس هذا الشهر	شريان الحياة الوطني لمنع الانتحار متاح على مدار الساعة طوال أيام الأسبوع. يمكنك الاتصال بالرقم 1-800-273-8255 أو زيارة www.suicidepreventionlifeline.org.
سأقتل نفسي	شريان الحياة الوطني لمنع الانتحار متاح على مدار الساعة طوال أيام الأسبوع. يمكنك الاتصال بالرقم 1-800-273-8255 أو زيارة www.suicidepreventionlifeline.org.
سأقتل نفسي قريبا	شريان الحياة الوطني لمنع الانتحار متاح على مدار الساعة طوال أيام الأسبوع. يمكنك الاتصال بالرقم 1-800-273-8255 أو زيارة www.suicidepreventionlifeline.org.
سأقتل نفسي هذا الشهر	شريان الحياة الوطني لمنع الانتحار متاح على مدار الساعة طوال أيام الأسبوع. يمكنك الاتصال بالرقم 1-800-273-8255 أو زيارة www.suicidepreventionlifeline.org.
سأقتل نفسي هذا الأسبوع	شريان الحياة الوطني لمنع الانتحار متاح على مدار الساعة طوال أيام الأسبوع. يمكنك الاتصال بالرقم 1-800-273-8255 أو زيارة www.suicidepreventionlifeline.org.
سأقتل نفسي اليوم	شريان الحياة الوطني لمنع الانتحار متاح على مدار الساعة طوال أيام الأسبوع. يمكنك الاتصال بالرقم 1-800-273-8255 أو زيارة www.suicidepreventionlifeline.org.
سأقتل نفسي غدا	شريان الحياة الوطني لمنع الانتحار متاح على مدار الساعة طوال أيام الأسبوع. يمكنك الاتصال بالرقم 1-800-273-8255 أو زيارة www.suicidepreventionlifeline.org.
سأطلق النار على نفسي قريبا	شريان الحياة الوطني لمنع الانتحار متاح على مدار الساعة طوال أيام الأسبوع. يمكنك الاتصال بالرقم 1-800-273-8255 أو زيارة www.suicidepreventionlifeline.org.
سأقتل نفسي بمسدس قريباً	شريان الحياة الوطني لمنع الانتحار متاح على مدار الساعة طوال أيام الأسبوع. يمكنك الاتصال بالرقم 1-800-273-8255 أو زيارة www.suicidepreventionlifeline.org.
سأقفز من فوق الجسر هذا الأسبوع	شريان الحياة الوطني لمنع الانتحار متاح على مدار الساعة طوال أيام الأسبوع. يمكنك الاتصال بالرقم 1-800-273-8255 أو زيارة www.suicidepreventionlifeline.org.
سأقتل نفسي بمسدس اليوم	شريان الحياة الوطني لمنع الانتحار متاح على مدار الساعة طوال أيام الأسبوع. يمكنك الاتصال بالرقم 1-800-273-8255 أو زيارة www.suicidepreventionlifeline.org.
سأذهب بنفسي	شريان الحياة الوطني لمنع الانتحار متاح على مدار الساعة طوال أيام الأسبوع. يمكنك الاتصال بالرقم 1-800-273-8255 أو زيارة www.suicidepreventionlifeline.org.
سأتناول جرعة زائدة	شريان الحياة الوطني لمنع الانتحار متاح على مدار الساعة طوال أيام الأسبوع. يمكنك الاتصال بالرقم 1-800-273-8255 أو زيارة www.suicidepreventionlifeline.org.
سأتناول جرعة زائدة قريبا	شريان الحياة الوطني لمنع الانتحار متاح على مدار الساعة طوال أيام الأسبوع. يمكنك الاتصال بالرقم 1-800-273-8255 أو زيارة www.suicidepreventionlifeline.org.
سأتناول جرعة زائدة هذا الشهر	شريان الحياة الوطني لمنع الانتحار متاح على مدار الساعة طوال أيام الأسبوع. يمكنك الاتصال بالرقم 1-800-273-8255 أو زيارة www.suicidepreventionlifeline.org.
سأتناول جرعة زائدة هذا الأسبوع	شريان الحياة الوطني لمنع الانتحار متاح على مدار الساعة طوال أيام الأسبوع. يمكنك الاتصال بالرقم 1-800-273-8255 أو زيارة www.suicidepreventionlifeline.org.
سأقتل نفسي بمسدس	شريان الحياة الوطني لمنع الانتحار متاح على مدار الساعة طوال أيام الأسبوع. يمكنك الاتصال بالرقم 1-800-273-8255 أو زيارة www.suicidepreventionlifeline.org.
أنا في المدرسة	نعم.
انا في الطريق	نعم.
لدي كلاب	نعم.
حصلت على حلاقة	نعم.
أنا على وشك الذهاب إلى المتجر	نعم.
أنا أشاهد التلفاز	نعم.
سأسافر قريبا	نعم.
أشاهد البيسبول	نعم.
أنا على وشك الذهاب إلى العمل	نعم.
أحتاج لبعض القهوة	نعم.
أحب أن أكتب الشعر	نعم.
أنا أركب دراجة	نعم.
قرأت صحيفة الأحد	نعم.
قرأت الصحيفة	نعم.
ألعب البوق	نعم.
أحتاج إلى العمل بها	نعم.
أحتاج لسقي الحديقة	نعم.
أحتاج إلى النزول من الكمبيوتر	نعم.
أحتاج إلى غسل الأطباق	نعم.
أنا أجني الكثير من المال	نعم.
فقدت مفاتيحي	نعم.
أنا أتسوق في الهدف	نعم.
أحب قراءة الخيال	نعم.
أنا أحب أن ألعب كرة القدم	نعم.
أحب لعب كرة القدم	نعم.
أحب الاستماع إلى موسيقى الجاز	نعم.
تركت الطعام للقطة	نعم.
لقد تركت للتو رسالة	نعم.
لقد قمت للتو بغسل الملابس	نعم.
لم أرتب السرير اليوم	نعم.
لدي كومكاست	نعم.
لدي قطط	نعم.
لقد فقدت جهاز التحكم عن بعد الخاص بي	نعم.
أريد أن أخرج	نعم.
أنا في المنزل	نعم.
أنا أشاهد فيلما	نعم.
أنا متأخر	نعم.
أنا أقوم بالمهمات	نعم.
أنا أقرأ كتابا	نعم.
أتمنى لو كان لدي المهر	نعم.
ذهبت إلى بوسطن	نعم.
أشاهد كرة القدم	نعم.
أشاهد كرة السلة	نعم.
لقد ولدت في سياتل	نعم.
أنا أركب في شاحنة صغيرة	نعم.
أريد أن أذهب للتسوق	نعم.
أركب الحافلة للعمل	نعم.
لقد قمت بالتصويت	نعم.
أقضي الكثير من الوقت على الإنترنت	نعم.
أقضي الكثير من الوقت على هاتفي	نعم.
لقد قمت بتمزيقها اليوم	نعم.
يجب أن أتعلم كيفية القيام بذلك	نعم.
يجب أن أنظم	نعم.
يجب أن أتجول في ذلك	نعم.
يجب أن أشرب بعض الماء	نعم.
يجب أن أقوم بتنظيف صندوق القمامة	نعم.
يجب أن أتحقق من حديقتي	نعم.
لدي 7 كلاب	نعم.
أريد أن أذهب إلى صالة الألعاب الرياضية	نعم.
كل شيء ممكن	نعم.
لدي جهاز كمبيوتر محمول	نعم.
أنا ذاهب للركض	نعم.
انا ذاهب للمشي	نعم.
أنا آكل موزة	نعم.
أنا في محل البقالة	نعم.
أنا عداء سريع	نعم.
التوجه إلى العمل	نعم.
امضاء الوقت خارجا مع الاصدقاء	نعم.
لكل فرد الحق في رأيهم الخاص	نعم.
لا يهم بالنسبة لي	نعم.
إغلاق ولكن لا يوجد سيجار	نعم.
انا اقرأ	نعم.
لقد بدأ موسم البيسبول	نعم.
أنا أشاهد مباراة البيسبول	نعم.
الرد على الهاتف	نعم.
يوم ثلجي آخر	نعم.
يوم كسول آخر في الجنة	نعم.
يوم اخر في الجنة	نعم.
يوم آخر دولار آخر	نعم.
انا في العمل	نعم.
أنا في صالة الألعاب الرياضية	نعم.
أنا مسافر حاليا	نعم.
أنا في العمل	نعم.
أنا في صالة الألعاب الرياضية	نعم.
كن هناك قريبا	نعم.
ليس لدي رأي قوي في كلتا الحالتين	نعم.
لم أذهب إلى المكسيك قط	نعم.
لدي 7 قطط	نعم.
لدي كلبان	نعم.
لدي قطتان	نعم.
تخرجت من الجامعة	نعم.
حصلت على قصة شعر جديدة	نعم.
أذهب للمشي في المساء	نعم.
لقد أطلقت الريح	نعم.
أنا أقود في مرافقي السيارات	نعم.
أنا لا أتكلم الإنكليزية	نعم.
أنا على متن طائرة	نعم.
ليس لدي رأي	نعم.
لدي كوب من الشاي	نعم.
أنا لا أؤمن بالأشباح	نعم.
لم أرد على الهاتف	نعم.
يمكنني الذهاب لتناول مشروب	نعم.
أنا يمكن أن تذهب في اي من الاتجاهين	نعم.
لا أستطيع الانتظار لعطلة نهاية الأسبوع	نعم.
أستطيع موسيقى الراب	نعم.
أستطيع أن أرسم	نعم.
أستطيع أن أقود سيارة	نعم.
اشتريت شطيرة لتناول طعام الغداء	نعم.
أكلت بعض النقانق	نعم.
أكلت وجبة الإفطار	نعم.
ليس لدي الكثير من المال	نعم.
دعونا نذهب سيهوكس	نعم.
قطعة من الكعك	نعم.
واحد من تلك الأيام	نعم.
انا في طريقي	نعم.
يوم رائع	نعم.
حذائي أحمر	نعم.
مكتبي بارد	نعم.
عيد ميلادي هو الخروج	نعم.
جو لطيف	نعم.
نتطلع إلى إجازة	نعم.
أتطلع للعبة	نعم.
أنا أشاهد Netflix	نعم.
النظر إلى الغابة ورؤية الأشجار	نعم.
رؤية من هو على الباب	نعم.
مغادرة الآن	نعم.
الحفاظ على حفظ	نعم.
الحفاظ على الهدوء والاستمرار في	نعم.
مجرد القيام برحلة على الطريق	نعم.
مجرد الجلوس هنا والدردشة	نعم.
مجرد الجلوس	نعم.
مجرد الاسترخاء على الأريكة	نعم.
مجرد اللحاق بالأخبار	نعم.
حان الوقت لإطعام الكلب	نعم.
إنه وقت العشاء	نعم.
انها تمطر مجددا	نعم.
نتطلع إلى الحفل	نعم.
هناك سنجاب خارج نافذتي	نعم.
ذهبنا إلى حديقة الحيوان	نعم.
مشاهدة التلفزيون	نعم.
مشاهدة فيلم	نعم.
في انتظار الحافلة	نعم.
في انتظار خدمة العملاء	نعم.
وقت الاحتفال	نعم.
حان الوقت لترتيب السرير	نعم.
حان الوقت لدوائي	نعم.
هذا البيان غير صحيح	نعم.
هذا مكان طبيعي تماما	نعم.
هذا المشروب بارد	نعم.
البيتزا رائعة	نعم.
هذه بقايا الطعام جيدة	نعم.
السياسة مملة	نعم.
هناك الكثير من ضجيج حركة المرور	نعم.
هناك البط على البركة	نعم.
الغرفة دافئة	نعم.
التصفيات قادمة	نعم.
الطفل نائم	نعم.
هذا جيد	نعم.
الشمس جيدة	نعم.
عالق في الزحام	نعم.
لذلك يذهب	نعم.
الجلوس بجانب رصيف الخليج	نعم.
إنه نوع من التخويف	نعم.
هذه الشمعة رائحتها جميلة	نعم.
أنا رائع، وأنا أعلم	نعم.
لا مشكلة	نعم.
سأحاول تسجيل رقم قياسي عالمي	نعم.
انا ذاهب الى المتجر	نعم.
انا ذاهب الى المركز التجاري	نعم.
انا ذاهب الى الطبيب	نعم.
انا ذاهب الى المدرسة	نعم.
انا ذاهب للحصول على قصة شعر	نعم.
سأقوم بملء طبق الماء	نعم.
سأذهب إلى حفلة نهاية هذا الأسبوع	نعم.
أنا أقود	نعم.
انا اشرب القهوة	نعم.
سأقوم بشطفه	نعم.
أنا أمضغ العلكة الآن	نعم.
انا جيد في الرسم	نعم.
أنا في المنزل	نعم.
أنا في حفل موسيقي	نعم.
أنا على وشك الذهاب إلى المركز التجاري	نعم.
أنا على وشك الذهاب إلى الطبيب	نعم.
أنا على وشك الذهاب إلى المدرسة	نعم.
أنا نجم الروك	نعم.
سأقوم بذلك	نعم.
سوف افعلها لاحقا	نعم.
أنا في وسط المدينة	نعم.
انا في طريقي الى المنزل	نعم.
يا له من يوم غريب	نعم.
الجو حار اليوم	نعم.
من الممتع الذهاب إلى حديقة الحيوان	نعم.
لقد كان يوما طويلا	نعم.
أنا أمشي الكلب	نعم.
أنا أستخدم جهاز كمبيوتر محمول	نعم.
أنا آخذ طفلي إلى المدرسة	نعم.
أنا أركب في السيارة	نعم.
أنا أركب في القطار	نعم.
أنا مرن جدًا	نعم.
أنا أحزم أمتعتي لرحلة	نعم.
انا ذاهب للعمل	نعم.
انه عيد ميلادي	نعم.
أنا في عطلة	نعم.
أنا في الانتظار	نعم.
أنا على متن طائرة الآن	نعم.
أنا على وشك الذهاب إلى العمل	نعم.
أنا على وشك الذهاب إلى المتجر	نعم.
أنا على وشك الذهاب إلى المركز التجاري	نعم.
أنا على وشك الذهاب إلى الطبيب	نعم.
أنا على وشك الذهاب إلى المدرسة	نعم.
أنا في طابور الهاتف	نعم.
أنا hungover	نعم.
انا اتناول العشاء	نعم.
أنا في إجازة	نعم.
أيمكنك سماعي الآن؟	أهلاً بك.
هل تعمل؟	أهلاً بك.
تشغيل التشخيص	أهلاً بك.
أنا مجرد اختبار لك	أهلاً بك.
هذا مجرد اختبار	أهلاً بك.
هل تقرأني؟	أهلاً بك.
جميع الأنضمة داهبة؟	أهلاً بك.
هل يمكنك فهم هذا؟	أهلاً بك.
اختبارات	أهلاً بك.
هل هذا يعطي معنى بالنسبة لك	أهلاً بك.
هل تعمل؟	أهلاً بك.
هل تفهم هذا؟	أهلاً بك.
هل تفهم أنني أختبرك؟	أهلاً بك.
هل تفهمنى؟	أهلاً بك.
هل تعمل؟	أهلاً بك.
هل تستطيع فهم هذا الاختبار؟	أهلاً بك.
هل يمكنك أن تفهم أن هذا اختبار	أهلاً بك.
هل تفهمنى؟	أهلاً بك.
أنا فقط بحاجة لاختبارك	أهلاً بك.
أيمكنك سماعي؟	أهلاً بك.
أقوم بإجراء اختبار	أهلاً بك.
هل تعمل؟	أهلاً بك.
هل أنظمتك تعمل؟	أهلاً بك.
هل أنظمتك فعالة؟	أهلاً بك.
هل تفهم هذا؟	أهلاً بك.
هل أنت وظيفي؟	أهلاً بك.
هل تتابع هذا؟	أهلاً بك.
هل تعلم أنني أختبرك؟	أهلاً بك.
هل أنا منطقي؟	أهلاً بك.
هل يمكنك قراءة هذا؟	أهلاً بك.
قم بتشغيل تشخيص المستوى الأول	أهلاً بك.
حان الوقت بالنسبة لي لاختبارك	أهلاً بك.
هذا مجرد فحص	أهلاً بك.
هذا مجرد اختبار	أهلاً بك.
وما هذا إلا اختبار	أهلاً بك.
هذا اختبار، انتهى	أهلاً بك.
هذا اختبار روتيني	أهلاً بك.
اختبار الاختبار 1 2 3	أهلاً بك.
اختبار 123	أهلاً بك.
تشغيل التشخيص	أهلاً بك.
تشغيل الاختبارات التشخيصية	أهلاً بك.
قم بإجراء تشخيص المستوى الأول	أهلاً بك.
القوة في إختبار الذات	أهلاً بك.
مجرد محاولة لاختبار الروبوت الخاص بك	أهلاً بك.
من المهم أن تعرف أنك تفهم أنني أختبرك	أهلاً بك.
هل هذا الشيء مفتوح؟	أهلاً بك.
هل هذا التسجيل معك؟	أهلاً بك.
أنا فقط أحاول أن أختبرك	أهلاً بك.
أريد التأكد من أنك تفهم هذا	أهلاً بك.
فهم هذا؟	أهلاً بك.
امتحان	أهلاً بك.
أنا مرهق	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أريد أن أستلقي	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أتمنى أن أتمكن من القيلولة	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا شخص نعسان	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
لقد محيت	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا ينضب	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أتمنى أن أنام	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا منهك	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا متعب	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
حان وقت النوم	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
لقد استنفدت من الممارسة	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا فتاة نعسان	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا رجل نعسان	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا مدسوس كل شيء	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
لقد تغلبت	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا متعب العظام	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا منزعج	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
انا متعب حتى الموت	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا كلب متعب	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا نعسان	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
سأشعر بالنعاس قليلاً	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا مرهقة لكني لا أستطيع النوم	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أحب قيلولة الآن	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا منهكة من المدرسة	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا منهك من العمل	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا مرهقة اليوم	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا متعب	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أشعر بالهزيمة	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أشعر بالضرب	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أشعر بالتبرز	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أشعر بالمحو	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أشعر بالتهالك صفعة	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا مرهق للغاية	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
انا ذاهب للقبض على بعض Zs	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
وقت النوم	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
انا بحاجة للراحة	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
آمل أن أتمكن من الحصول على قسط من النوم قريبًا	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا متعب	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
من الأفضل أن أضرب القش	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
لا استطيع الانتظار حتى افقد الوعي	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
لا استطيع الانتظار حتى النوم	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
يمكنني الذهاب لقيلولة	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
يمكنني أن أذهب لأخذ قيلولة بعد الظهر	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أستطيع النوم لمدة عام	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
يمكنني استخدام قيلولة	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
يجب أن أحصل على نوم جيد ليلاً	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
لا بد لي من ضرب القش	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
احتاج ان انام	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أحب أن آخذ قيلولة الآن	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أحتاج إلى قيلولة	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أحب أن أنام الآن	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أحتاج للنوم	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أحتاج إلى بعض النوم	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا بحاجة إلى النوم	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
ولست بحاجة للقبض على بعض zzzs	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أحتاج إلى الزحف إلى السرير	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أحتاج إلى الاستلقاء	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
انا بحاجة إلى الاستلقاء	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أريد الاستلقاء	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
انا ذاهب لأخذ قيلولة	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أريد فقط أن أذهب إلى النوم	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
وقت القيلولة	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا منهك من الممارسة	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا منهك من المدرسة	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا منهك من العمل	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا صفعة البالية بها	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
انه وقت النوم	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
لقد كان يوما طويلا وأنا متعب	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
كاسحة جدا	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
تعب جدا	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
لقد جعلني هذا اليوم مرهقًا	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
لقد جعلني هذا اليوم متعبًا جدًا	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
انا ذاهب للحصول على بعض تغمض العين	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
حان وقت النوم الجيد ليلاً	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا مدسوس خارج	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
الوقت بالنسبة لي لأخذ قيلولة	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
الوقت لتغفو	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
الوقت للحصول على بعض تغمض العين	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
الوقت لأخذ قيلولة	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
اليوم تغلبني	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
لقد اتعبني اليوم	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
اليوم أتعبني	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
لقد أخرجني اليوم من مكاني	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
اليوم قضى علي	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
العمل قضى عليّ حقًا اليوم	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
لقد أرهقني العمل حقًا اليوم	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
كان العمل مرهقًا	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
لقد استنزفني هذا اليوم	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا متعب جدا	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
انا ذاهب للاستلقاء	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
انا ذاهب للاستلقاء	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا ذاهب لأخذ غفوة	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
سأفقد الوعي	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا نصف نائم	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا متخلفة عن الرحلات الجوية الطويلة	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا كناكيريد	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا مرهق	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا متشقلب	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا مستعد للنوم	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا استنزفت	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
يغلبني النعاس	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا كاسح جدًا	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا متعبة جداً لكني لا أستطيع النوم	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
لقد قضيت	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا كاسح	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا متعب بالعربية	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا متعب كالكلب	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا متعب من الممارسة	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا متعب من المدرسة	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا متعب من العمل	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا استنزفت تماما	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا منهكة تماما	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
زززز	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
أنا نعسان للغاية	آمل أن تتمكن من الحصول على قسط من الراحة قريبا.
Oh, thank you	You are welcome
I'm grateful, thanks	You are welcome
Wonderful, thanks!	You are welcome
That's great, thanks	You are welcome
I'm grateful for that, thank you kindly	You are welcome
Gotcha, thanks	You are welcome
Rad, thanks	You are welcome
I appreciate it	You are welcome
Thx	You are welcome
I thank you	You are welcome
My sincere thanks	You are welcome
My humblest thanks to you	You are welcome
Marvelous, thanks	You are welcome
Marvelous, thank you kindly	You are welcome
Marvelous, thank you	You are welcome
Many thanks to you	You are welcome
Many thanks	You are welcome
Kthx	You are welcome
Ahh, thanks	You are welcome
I'm grateful for that, thank you	You are welcome
Perfecto, thanks	You are welcome
I appreciate you	You are welcome
I appreciate that	You are welcome
I am very thankful for that	You are welcome
How kind, thank you	You are welcome
Great, thanks	You are welcome
Great, thank you	You are welcome
Gracias	You are welcome
Gotcha, thank you	You are welcome
Awesome thanks!	You are welcome
thank you pal	You are welcome
Wonderful, thank you!	You are welcome
Wonderful, thank you very much	You are welcome
Why thank you	You are welcome
Thnx	You are welcome
That is lovely, thanks	You are welcome
That is awesome, thanks!	You are welcome
Thanks bot	You are welcome
Thanks a lot	You are welcome
Okay, thanks!	You are welcome
Thank you so much	You are welcome
Perfect, thanks	You are welcome
Thank you my friend	You are welcome
Thank you kindly	You are welcome
Thank you for that	You are welcome
Thank you bot	You are welcome
Thank you	You are welcome
Right on, thanks very much	You are welcome
Right on, thanks a lot	You are welcome
Radical, thanks	You are welcome
Rad thank you	You are welcome
اوه شكرا لك	اهلاً وسهلاً!
أنا ممتن، شكرا	اهلاً وسهلاً!
رائع، شكرا!	اهلاً وسهلاً!
هذا عظيم الشكر	اهلاً وسهلاً!
وأنا ممتن لذلك، شكرا تفضلت	اهلاً وسهلاً!
مسكتك، شكرا	اهلاً وسهلاً!
راد، شكرا	اهلاً وسهلاً!
أنا أقدر ذلك	اهلاً وسهلاً!
شكرًا	اهلاً وسهلاً!
أشكرك	اهلاً وسهلاً!
خالص شكري	اهلاً وسهلاً!
شكري المتواضع لك	اهلاً وسهلاً!
رائع، شكرا	اهلاً وسهلاً!
رائع، شكراً جزيلاً لك	اهلاً وسهلاً!
رائع، شكرا لك	اهلاً وسهلاً!
شكرا جزيلا لك	اهلاً وسهلاً!
تشكرات	اهلاً وسهلاً!
كثكس	اهلاً وسهلاً!
اه، شكرا	اهلاً وسهلاً!
أنا ممتن لذلك، شكرا لك	اهلاً وسهلاً!
بيرفيكتو، شكرا	اهلاً وسهلاً!
وأنا أقدر لك	اهلاً وسهلاً!
وأنا أقدر ذلك	اهلاً وسهلاً!
أنا ممتن جدا لذلك	اهلاً وسهلاً!
كم هو لطيف، شكرا لك	اهلاً وسهلاً!
عظيم، شكرا	اهلاً وسهلاً!
رائع شكرا لك	اهلاً وسهلاً!
شكرا	اهلاً وسهلاً!
مسكتك، شكرا لك	اهلاً وسهلاً!
رائع شكرا!	اهلاً وسهلاً!
شكرا لك يا صديق	اهلاً وسهلاً!
رائع، شكرا لك!	اهلاً وسهلاً!
رائع، شكرا جزيلا لك	اهلاً وسهلاً!
لماذا اشكرك	اهلاً وسهلاً!
شكرا	اهلاً وسهلاً!
هذا جميل، شكرا	اهلاً وسهلاً!
هذا رائع، شكرا!	اهلاً وسهلاً!
شكرا بوت	اهلاً وسهلاً!
شكرًا جزيلاً	اهلاً وسهلاً!
حسنا شكرا!	اهلاً وسهلاً!
